🏎  Subscribers — Cleaned & Transformed,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17
SUB0510,2023-07-24 00:00:00,2023-07,Pit Lane,9.99,USA,28,25-34,Organic,No,,Not Churned,17.3,16,172.83,5,Detractor,No
SUB0511,2023-11-14 00:00:00,2023-11,Pit Lane,9.99,Middle East,20,18-24,Social Media,No,,Not Churned,13.6,12,135.86,3,Detractor,No
SUB0512,2024-07-10 00:00:00,2024-07,Podium,19.99,Middle East,18,18-24,Social Media,No,,Not Churned,5.7,4,113.94,9,Promoter,Yes
SUB0513,2024-10-24 00:00:00,2024-10,Podium,19.99,Europe,42,35-44,Organic,Yes,2024-12-15 00:00:00,Too Expensive,1.7,0,33.98,4,Detractor,No
SUB0514,2024-11-02 00:00:00,2024-11,Pit Lane,9.99,Europe,31,25-34,Social Media,Yes,2024-12-05 00:00:00,Found Alternative,1.1,0,10.99,4,Detractor,No
SUB0515,2024-03-23 00:00:00,2024-03,Pit Lane,9.99,UAE,32,25-34,Paid Ad,No,,Not Churned,9.3,8,92.91,6,Detractor,No
SUB0516,2024-01-31 00:00:00,2024-01,Pit Lane,9.99,Latin America,46,45-54,Organic,Yes,2024-06-04 00:00:00,No Time,4.1,3,40.96,3,Detractor,No
SUB0517,2024-05-24 00:00:00,2024-05,Podium,19.99,Asia,37,35-44,Paid Ad,No,,Not Churned,7.3,6,145.93,6,Detractor,No
SUB0518,2023-10-01 00:00:00,2023-10,Paddock Club,39.99,Asia,29,25-34,Referral,No,,Not Churned,15,14,599.85,10,Promoter,No
SUB0519,2023-03-22 00:00:00,2023-03,Pit Lane,9.99,Europe,26,25-34,Organic,No,,Not Churned,21.4,20,213.79,4,Detractor,No
SUB0520,2023-07-04 00:00:00,2023-07,Paddock Club,39.99,Europe,18,18-24,Paid Ad,No,,Not Churned,17.9,17,715.82,8,Passive,No
SUB0521,2023-03-23 00:00:00,2023-03,Podium,19.99,Asia,39,35-44,Referral,No,,Not Churned,21.3,20,425.79,8,Passive,No
SUB0522,2024-04-01 00:00:00,2024-04,Podium,19.99,Europe,18,18-24,Social Media,No,,Not Churned,9,8,179.91,7,Passive,No
SUB0523,2024-03-30 00:00:00,2024-03,Pit Lane,9.99,UAE,36,35-44,Paid Ad,Yes,2024-05-09 00:00:00,Found Alternative,1.3,0,12.99,1,Detractor,No
SUB0524,2024-09-21 00:00:00,2024-09,Pit Lane,9.99,Latin America,22,18-24,Paid Ad,No,,Not Churned,3.3,2,32.97,4,Detractor,No
SUB0525,2023-02-28 00:00:00,2023-02,Pit Lane,9.99,UAE,40,35-44,Organic,Yes,2024-05-18 00:00:00,Found Alternative,14.6,13,145.85,7,Passive,No
SUB0526,2024-06-09 00:00:00,2024-06,Podium,19.99,Europe,40,35-44,Referral,No,,Not Churned,6.7,5,133.93,5,Detractor,No
SUB0527,2023-02-01 00:00:00,2023-02,Podium,19.99,Europe,42,35-44,Referral,Yes,2024-11-14 00:00:00,No Time,21.4,20,427.79,4,Detractor,No
SUB0528,2023-02-05 00:00:00,2023-02,Podium,19.99,UAE,24,18-24,Organic,Yes,2023-11-03 00:00:00,Found Alternative,8.9,8,177.91,8,Passive,No
SUB0529,2024-01-06 00:00:00,2024-01,Podium,19.99,USA,18,18-24,Social Media,No,,Not Churned,11.8,11,235.88,8,Passive,No
SUB0530,2024-09-11 00:00:00,2024-09,Podium,19.99,Asia,46,45-54,Paid Ad,Yes,2024-12-07 00:00:00,Found Alternative,2.9,1,57.97,10,Promoter,No
SUB0531,2024-01-16 00:00:00,2024-01,Pit Lane,9.99,Middle East,39,35-44,Social Media,No,,Not Churned,11.5,10,114.88,8,Passive,Yes
SUB0532,2023-05-21 00:00:00,2023-05,Pit Lane,9.99,Middle East,36,35-44,Organic,No,,Not Churned,19.4,18,193.81,7,Passive,No
SUB0533,2024-10-27 00:00:00,2024-10,Pit Lane,9.99,Asia,20,18-24,Paid Ad,Yes,2024-12-03 00:00:00,Too Expensive,1.2,0,11.99,4,Detractor,No
SUB0534,2023-07-10 00:00:00,2023-07,Paddock Club,39.99,Asia,34,25-34,Organic,No,,Not Churned,17.7,17,707.82,10,Promoter,No
SUB0535,2024-07-29 00:00:00,2024-07,Paddock Club,39.99,USA,34,25-34,Referral,No,,Not Churned,5.1,4,203.95,7,Passive,No
SUB0536,2024-04-01 00:00:00,2024-04,Podium,19.99,Europe,18,18-24,Paid Ad,Yes,2024-10-04 00:00:00,Found Alternative,6.1,5,121.94,6,Detractor,No
SUB0537,2024-05-17 00:00:00,2024-05,Podium,19.99,Asia,45,45-54,Organic,Yes,2024-07-20 00:00:00,Too Expensive,2.1,1,41.98,7,Passive,No
SUB0538,2024-04-07 00:00:00,2024-04,Paddock Club,39.99,Europe,18,18-24,Social Media,Yes,2024-11-05 00:00:00,No Time,7,6,279.93,9,Promoter,No
SUB0539,2023-03-31 00:00:00,2023-03,Pit Lane,9.99,Asia,22,18-24,Paid Ad,No,,Not Churned,21.1,20,210.79,4,Detractor,No
SUB0540,2023-11-24 00:00:00,2023-11,Paddock Club,39.99,USA,36,35-44,Social Media,No,,Not Churned,13.2,12,527.87,5,Detractor,No
SUB0541,2024-07-17 00:00:00,2024-07,Podium,19.99,Asia,31,25-34,Social Media,No,,Not Churned,5.5,4,109.94,6,Detractor,No
SUB0542,2023-06-11 00:00:00,2023-06,Pit Lane,9.99,Europe,18,18-24,Referral,No,,Not Churned,18.7,17,186.81,8,Passive,No
SUB0543,2024-10-15 00:00:00,2024-10,Podium,19.99,Europe,25,25-34,Paid Ad,Yes,2024-12-07 00:00:00,Technical Issues,1.7,0,33.98,8,Passive,No
SUB0544,2023-08-18 00:00:00,2023-08,Pit Lane,9.99,USA,29,25-34,Referral,Yes,2023-12-28 00:00:00,Lack of Content,4.3,3,42.96,5,Detractor,No
SUB0545,2023-08-31 00:00:00,2023-08,Paddock Club,39.99,USA,21,18-24,Organic,No,,Not Churned,16,15,639.84,8,Passive,No
SUB0546,2024-07-21 00:00:00,2024-07,Pit Lane,9.99,Asia,23,18-24,Paid Ad,No,,Not Churned,5.4,4,53.95,4,Detractor,No
SUB0547,2024-07-18 00:00:00,2024-07,Pit Lane,9.99,Latin America,20,18-24,Paid Ad,Yes,2024-09-08 00:00:00,Too Expensive,1.7,0,16.98,6,Detractor,No
SUB0548,2023-11-13 00:00:00,2023-11,Paddock Club,39.99,UAE,38,35-44,Referral,No,,Not Churned,13.6,12,543.86,9,Promoter,No
SUB0549,2024-05-05 00:00:00,2024-05,Pit Lane,9.99,Europe,24,18-24,Referral,No,,Not Churned,7.9,7,78.92,5,Detractor,No
SUB0550,2024-08-11 00:00:00,2024-08,Pit Lane,9.99,Europe,32,25-34,Paid Ad,Yes,2024-10-20 00:00:00,Too Expensive,2.3,1,22.98,6,Detractor,No
SUB0551,2024-04-05 00:00:00,2024-04,Podium,19.99,UAE,30,25-34,Paid Ad,No,,Not Churned,8.9,8,177.91,7,Passive,No
SUB0552,2023-05-12 00:00:00,2023-05,Pit Lane,9.99,USA,20,18-24,Organic,No,,Not Churned,19.7,18,196.8,7,Passive,No
SUB0553,2024-10-17 00:00:00,2024-10,Pit Lane,9.99,Latin America,40,35-44,Paid Ad,No,,Not Churned,2.5,1,24.98,8,Passive,No
SUB0554,2023-05-13 00:00:00,2023-05,Podium,19.99,Europe,39,35-44,Paid Ad,No,,Not Churned,19.6,18,391.8,7,Passive,No
SUB0555,2023-02-26 00:00:00,2023-02,Paddock Club,39.99,UAE,29,25-34,Paid Ad,No,,Not Churned,22.1,21,883.78,8,Passive,No
SUB0556,2023-11-08 00:00:00,2023-11,Podium,19.99,USA,29,25-34,Organic,Yes,2024-05-21 00:00:00,Lack of Content,6.4,5,127.94,7,Passive,No
SUB0557,2023-12-21 00:00:00,2023-12,Podium,19.99,Europe,30,25-34,Referral,No,,Not Churned,12.4,11,247.88,8,Passive,No
SUB0558,2023-10-18 00:00:00,2023-10,Podium,19.99,Europe,30,25-34,Organic,No,,Not Churned,14.5,13,289.85,6,Detractor,No
SUB0559,2024-10-12 00:00:00,2024-10,Pit Lane,9.99,Asia,18,18-24,Social Media,No,,Not Churned,2.6,1,25.97,5,Detractor,No
SUB0560,2024-10-02 00:00:00,2024-10,Pit Lane,9.99,Asia,44,35-44,Paid Ad,Yes,2024-12-05 00:00:00,Too Expensive,2.1,1,20.98,8,Passive,No
SUB0561,2024-05-29 00:00:00,2024-05,Podium,19.99,Europe,33,25-34,Organic,No,,Not Churned,7.1,6,141.93,8,Passive,No
SUB0562,2024-08-17 00:00:00,2024-08,Pit Lane,9.99,Europe,23,18-24,Paid Ad,Yes,2024-12-09 00:00:00,Technical Issues,3.7,2,36.96,5,Detractor,No
SUB0563,2024-09-11 00:00:00,2024-09,Pit Lane,9.99,USA,43,35-44,Organic,Yes,2024-12-22 00:00:00,Too Expensive,3.4,2,33.97,8,Passive,No
SUB0564,2023-01-30 00:00:00,2023-01,Pit Lane,9.99,Latin America,34,25-34,Social Media,Yes,2024-12-16 00:00:00,Technical Issues,22.5,21,224.78,7,Passive,No
SUB0565,2023-09-29 00:00:00,2023-09,Paddock Club,39.99,USA,42,35-44,Paid Ad,No,,Not Churned,15.1,14,603.85,9,Promoter,No
SUB0566,2024-03-02 00:00:00,2024-03,Podium,19.99,USA,36,35-44,Paid Ad,No,,Not Churned,10,9,199.9,6,Detractor,Yes
SUB0567,2024-10-04 00:00:00,2024-10,Podium,19.99,USA,37,35-44,Paid Ad,No,,Not Churned,2.9,1,57.97,6,Detractor,No
SUB0568,2023-11-06 00:00:00,2023-11,Podium,19.99,Asia,20,18-24,Referral,No,,Not Churned,13.8,13,275.86,8,Passive,No
SUB0569,2024-02-20 00:00:00,2024-02,Podium,19.99,Europe,35,35-44,Referral,No,,Not Churned,10.3,9,205.9,7,Passive,Yes
SUB0570,2023-03-03 00:00:00,2023-03,Pit Lane,9.99,Asia,27,25-34,Paid Ad,Yes,2024-05-31 00:00:00,No Time,14.9,14,148.85,6,Detractor,No
SUB0571,2024-04-20 00:00:00,2024-04,Pit Lane,9.99,USA,37,35-44,Paid Ad,Yes,2024-10-22 00:00:00,Lack of Content,6.1,5,60.94,6,Detractor,No
SUB0572,2023-11-17 00:00:00,2023-11,Pit Lane,9.99,Asia,20,18-24,Referral,No,,Not Churned,13.5,12,134.86,7,Passive,No
SUB0573,2023-12-20 00:00:00,2023-12,Pit Lane,9.99,Europe,35,35-44,Paid Ad,No,,Not Churned,12.4,11,123.88,4,Detractor,Yes
SUB0574,2024-01-15 00:00:00,2024-01,Paddock Club,39.99,Asia,28,25-34,Organic,No,,Not Churned,11.5,10,459.89,6,Detractor,No
SUB0575,2023-09-05 00:00:00,2023-09,Pit Lane,9.99,Europe,18,18-24,Organic,No,,Not Churned,15.9,15,158.84,7,Passive,No
SUB0576,2023-09-11 00:00:00,2023-09,Pit Lane,9.99,Asia,35,35-44,Social Media,Yes,2023-11-05 00:00:00,Found Alternative,1.8,0,17.98,6,Detractor,No
SUB0577,2024-01-29 00:00:00,2024-01,Paddock Club,39.99,Europe,36,35-44,Referral,No,,Not Churned,11.1,10,443.89,8,Passive,No
SUB0578,2023-06-13 00:00:00,2023-06,Paddock Club,39.99,UAE,32,25-34,Referral,No,,Not Churned,18.6,17,743.81,10,Promoter,No
SUB0579,2023-11-17 00:00:00,2023-11,Pit Lane,9.99,Asia,32,25-34,Organic,Yes,2024-03-07 00:00:00,No Time,3.6,2,35.96,6,Detractor,No
SUB0580,2024-06-11 00:00:00,2024-06,Podium,19.99,Europe,34,25-34,Organic,No,,Not Churned,6.7,5,133.93,5,Detractor,No
SUB0581,2024-05-24 00:00:00,2024-05,Pit Lane,9.99,USA,31,25-34,Paid Ad,Yes,2024-10-01 00:00:00,Technical Issues,4.3,3,42.96,9,Promoter,No
SUB0582,2024-04-13 00:00:00,2024-04,Pit Lane,9.99,UAE,25,25-34,Paid Ad,No,,Not Churned,8.6,7,85.91,4,Detractor,No
SUB0583,2023-12-28 00:00:00,2023-12,Pit Lane,9.99,Europe,19,18-24,Organic,Yes,2024-06-19 00:00:00,No Time,5.7,4,56.94,7,Passive,No
SUB0584,2024-09-03 00:00:00,2024-09,Pit Lane,9.99,Europe,39,35-44,Paid Ad,No,,Not Churned,3.9,2,38.96,10,Promoter,No
SUB0585,2024-04-26 00:00:00,2024-04,Pit Lane,9.99,Europe,39,35-44,Organic,Yes,2024-05-28 00:00:00,Too Expensive,1.1,0,10.99,8,Passive,No
SUB0586,2024-03-17 00:00:00,2024-03,Pit Lane,9.99,USA,33,25-34,Referral,Yes,2024-08-29 00:00:00,Found Alternative,5.4,4,53.95,8,Passive,No
SUB0587,2024-02-17 00:00:00,2024-02,Podium,19.99,UAE,28,25-34,Organic,No,,Not Churned,10.4,9,207.9,5,Detractor,No
SUB0588,2024-08-06 00:00:00,2024-08,Pit Lane,9.99,USA,37,35-44,Paid Ad,No,,Not Churned,4.8,3,47.95,6,Detractor,No
SUB0589,2023-10-23 00:00:00,2023-10,Pit Lane,9.99,USA,30,25-34,Referral,Yes,2024-08-06 00:00:00,No Time,9.5,8,94.9,5,Detractor,No
SUB0590,2024-07-17 00:00:00,2024-07,Podium,19.99,USA,33,25-34,Organic,No,,Not Churned,5.5,4,109.94,10,Promoter,No
SUB0591,2024-11-27 00:00:00,2024-11,Podium,19.99,Asia,18,18-24,Social Media,No,,Not Churned,1.1,0,21.99,6,Detractor,No
SUB0592,2023-04-10 00:00:00,2023-04,Podium,19.99,USA,24,18-24,Paid Ad,No,,Not Churned,20.7,20,413.79,7,Passive,No
SUB0593,2023-12-14 00:00:00,2023-12,Pit Lane,9.99,Asia,28,25-34,Social Media,No,,Not Churned,12.6,11,125.87,8,Passive,No
SUB0594,2023-05-28 00:00:00,2023-05,Podium,19.99,Latin America,26,25-34,Paid Ad,Yes,2024-11-29 00:00:00,No Time,18.1,17,361.82,7,Passive,No
SUB0595,2024-05-27 00:00:00,2024-05,Pit Lane,9.99,Asia,22,18-24,Referral,Yes,2024-07-05 00:00:00,Lack of Content,1.3,0,12.99,5,Detractor,No
SUB0596,2023-12-08 00:00:00,2023-12,Pit Lane,9.99,Europe,26,25-34,Paid Ad,No,,Not Churned,12.8,11,127.87,2,Detractor,No
SUB0597,2023-06-02 00:00:00,2023-06,Podium,19.99,USA,29,25-34,Organic,No,,Not Churned,19,18,379.81,10,Promoter,No
SUB0598,2023-12-02 00:00:00,2023-12,Pit Lane,9.99,Asia,25,25-34,Social Media,No,,Not Churned,13,12,129.87,6,Detractor,No
SUB0599,2024-02-07 00:00:00,2024-02,Podium,19.99,USA,37,35-44,Social Media,No,,Not Churned,10.8,9,215.89,8,Passive,No
SUB0600,2023-11-03 00:00:00,2023-11,Podium,19.99,Europe,42,35-44,Organic,No,,Not Churned,13.9,13,277.86,8,Passive,No
SUB0601,2024-06-05 00:00:00,2024-06,Pit Lane,9.99,Europe,33,25-34,Social Media,No,,Not Churned,6.9,5,68.93,6,Detractor,No
SUB0602,2023-11-03 00:00:00,2023-11,Podium,19.99,USA,32,25-34,Organic,No,,Not Churned,13.9,13,277.86,8,Passive,Yes
SUB0603,2023-12-06 00:00:00,2023-12,Podium,19.99,Europe,23,18-24,Referral,No,,Not Churned,12.8,12,255.87,8,Passive,No
SUB0604,2024-08-20 00:00:00,2024-08,Pit Lane,9.99,Europe,28,25-34,Paid Ad,Yes,2024-12-20 00:00:00,Too Expensive,4,3,39.96,3,Detractor,No
SUB0605,2024-09-03 00:00:00,2024-09,Paddock Club,39.99,USA,32,25-34,Paid Ad,No,,Not Churned,3.9,2,155.96,7,Passive,No
SUB0606,2024-08-15 00:00:00,2024-08,Pit Lane,9.99,Asia,25,25-34,Organic,No,,Not Churned,4.5,3,44.96,8,Passive,No
SUB0607,2024-08-20 00:00:00,2024-08,Podium,19.99,Europe,19,18-24,Social Media,No,,Not Churned,4.4,3,87.96,9,Promoter,No
SUB0608,2024-09-26 00:00:00,2024-09,Pit Lane,9.99,Europe,34,25-34,Organic,No,,Not Churned,3.2,2,31.97,4,Detractor,No
SUB0609,2024-11-28 00:00:00,2024-11,Pit Lane,9.99,USA,36,35-44,Social Media,Yes,2024-12-28 00:00:00,Lack of Content,1,0,9.99,7,Passive,No
SUB0610,2023-01-20 00:00:00,2023-01,Pit Lane,9.99,UAE,22,18-24,Organic,No,,Not Churned,23.4,22,233.77,2,Detractor,No
SUB0611,2024-02-27 00:00:00,2024-02,Pit Lane,9.99,Europe,28,25-34,Paid Ad,No,,Not Churned,10.1,9,100.9,7,Passive,No
SUB0612,2024-09-18 00:00:00,2024-09,Podium,19.99,UAE,36,35-44,Organic,No,,Not Churned,3.4,2,67.97,6,Detractor,No
SUB0613,2023-03-05 00:00:00,2023-03,Paddock Club,39.99,Europe,27,25-34,Social Media,No,,Not Churned,21.9,21,875.78,9,Promoter,No
SUB0614,2024-07-28 00:00:00,2024-07,Podium,19.99,UAE,37,35-44,Paid Ad,Yes,2024-11-19 00:00:00,No Time,3.7,2,73.96,8,Passive,No
SUB0615,2024-06-22 00:00:00,2024-06,Paddock Club,39.99,Latin America,30,25-34,Paid Ad,No,,Not Churned,6.3,5,251.94,7,Passive,No
SUB0616,2024-04-15 00:00:00,2024-04,Pit Lane,9.99,UAE,33,25-34,Referral,No,,Not Churned,8.5,7,84.92,9,Promoter,No
SUB0617,2023-12-29 00:00:00,2023-12,Pit Lane,9.99,USA,41,35-44,Paid Ad,No,,Not Churned,12.1,11,120.88,7,Passive,No
SUB0618,2024-11-28 00:00:00,2024-11,Pit Lane,9.99,Asia,47,45-54,Organic,No,,Not Churned,1.1,0,10.99,8,Passive,No
SUB0619,2024-09-16 00:00:00,2024-09,Paddock Club,39.99,USA,45,45-54,Organic,No,,Not Churned,3.5,2,139.96,7,Passive,No
SUB0620,2023-10-13 00:00:00,2023-10,Pit Lane,9.99,Europe,33,25-34,Organic,No,,Not Churned,14.6,13,145.85,2,Detractor,No
SUB0621,2023-11-01 00:00:00,2023-11,Pit Lane,9.99,Latin America,39,35-44,Social Media,No,,Not Churned,14,13,139.86,7,Passive,No
SUB0622,2024-05-15 00:00:00,2024-05,Podium,19.99,USA,46,45-54,Paid Ad,Yes,2024-09-11 00:00:00,Technical Issues,3.9,2,77.96,6,Detractor,No
SUB0623,2023-10-08 00:00:00,2023-10,Podium,19.99,Europe,31,25-34,Social Media,Yes,2024-08-26 00:00:00,Technical Issues,10.6,9,211.89,4,Detractor,No
SUB0624,2024-01-24 00:00:00,2024-01,Podium,19.99,USA,25,25-34,Organic,No,,Not Churned,11.2,10,223.89,6,Detractor,No
SUB0625,2023-12-20 00:00:00,2023-12,Podium,19.99,USA,27,25-34,Paid Ad,No,,Not Churned,12.4,11,247.88,10,Promoter,No
SUB0626,2023-10-25 00:00:00,2023-10,Podium,19.99,Asia,43,35-44,Paid Ad,Yes,2024-11-23 00:00:00,Too Expensive,13,12,259.87,8,Passive,No
SUB0627,2023-12-21 00:00:00,2023-12,Podium,19.99,Asia,23,18-24,Social Media,No,,Not Churned,12.4,11,247.88,10,Promoter,No
SUB0628,2024-05-05 00:00:00,2024-05,Pit Lane,9.99,Europe,34,25-34,Organic,Yes,2024-10-19 00:00:00,Found Alternative,5.5,4,54.94,6,Detractor,No
SUB0629,2024-07-29 00:00:00,2024-07,Podium,19.99,USA,24,18-24,Referral,No,,Not Churned,5.1,4,101.95,6,Detractor,No
SUB0630,2024-09-22 00:00:00,2024-09,Podium,19.99,Asia,21,18-24,Social Media,No,,Not Churned,3.3,2,65.97,8,Passive,No
SUB0631,2023-02-21 00:00:00,2023-02,Paddock Club,39.99,Asia,23,18-24,Paid Ad,No,,Not Churned,22.3,21,891.78,9,Promoter,No
SUB0632,2024-10-15 00:00:00,2024-10,Podium,19.99,Latin America,33,25-34,Paid Ad,Yes,2024-11-20 00:00:00,No Time,1.2,0,23.99,8,Passive,No
SUB0633,2023-12-05 00:00:00,2023-12,Paddock Club,39.99,USA,29,25-34,Social Media,No,,Not Churned,12.9,12,515.87,7,Passive,No
SUB0634,2023-05-21 00:00:00,2023-05,Pit Lane,9.99,Latin America,29,25-34,Social Media,Yes,2023-11-28 00:00:00,No Time,6.3,5,62.94,5,Detractor,No
SUB0635,2024-10-30 00:00:00,2024-10,Pit Lane,9.99,Europe,18,18-24,Paid Ad,No,,Not Churned,2,1,19.98,6,Detractor,No
SUB0636,2024-05-03 00:00:00,2024-05,Pit Lane,9.99,Europe,30,25-34,Paid Ad,No,,Not Churned,8,7,79.92,7,Passive,No
SUB0637,2023-10-22 00:00:00,2023-10,Pit Lane,9.99,Asia,22,18-24,Referral,No,,Not Churned,14.3,13,142.86,5,Detractor,No
SUB0638,2023-04-02 00:00:00,2023-04,Pit Lane,9.99,Europe,27,25-34,Referral,No,,Not Churned,21,20,209.79,6,Detractor,No
SUB0639,2023-02-08 00:00:00,2023-02,Pit Lane,9.99,Asia,38,35-44,Paid Ad,No,,Not Churned,22.7,22,226.77,5,Detractor,Yes
SUB0640,2023-06-30 00:00:00,2023-06,Pit Lane,9.99,UAE,35,35-44,Referral,No,,Not Churned,18.1,17,180.82,3,Detractor,Yes
SUB0641,2024-02-11 00:00:00,2024-02,Podium,19.99,Europe,21,18-24,Organic,No,,Not Churned,10.6,9,211.89,7,Passive,No
SUB0642,2023-10-24 00:00:00,2023-10,Podium,19.99,Europe,30,25-34,Referral,No,,Not Churned,14.3,13,285.86,5,Detractor,Yes
SUB0643,2024-08-04 00:00:00,2024-08,Pit Lane,9.99,Asia,21,18-24,Paid Ad,No,,Not Churned,4.9,3,48.95,2,Detractor,No
SUB0644,2023-12-10 00:00:00,2023-12,Podium,19.99,USA,34,25-34,Organic,No,,Not Churned,12.7,11,253.87,7,Passive,No
SUB0645,2024-07-10 00:00:00,2024-07,Pit Lane,9.99,USA,21,18-24,Social Media,No,,Not Churned,5.7,4,56.94,5,Detractor,No
SUB0646,2023-05-18 00:00:00,2023-05,Pit Lane,9.99,Asia,40,35-44,Referral,No,,Not Churned,19.5,18,194.8,6,Detractor,No
SUB0647,2023-07-17 00:00:00,2023-07,Pit Lane,9.99,Asia,26,25-34,Referral,No,,Not Churned,17.5,16,174.82,2,Detractor,No
SUB0648,2024-04-14 00:00:00,2024-04,Podium,19.99,Europe,46,45-54,Paid Ad,No,,Not Churned,8.6,7,171.91,10,Promoter,No
SUB0649,2023-01-15 00:00:00,2023-01,Pit Lane,9.99,USA,18,18-24,Paid Ad,No,,Not Churned,23.5,22,234.76,8,Passive,No
SUB0650,2024-08-04 00:00:00,2024-08,Podium,19.99,Europe,26,25-34,Organic,No,,Not Churned,4.9,3,97.95,5,Detractor,No
SUB0651,2024-09-17 00:00:00,2024-09,Pit Lane,9.99,Europe,34,25-34,Social Media,No,,Not Churned,3.4,2,33.97,6,Detractor,No
SUB0652,2024-03-13 00:00:00,2024-03,Paddock Club,39.99,USA,40,35-44,Paid Ad,No,,Not Churned,9.6,8,383.9,7,Passive,No
SUB0653,2024-11-16 00:00:00,2024-11,Pit Lane,9.99,UAE,34,25-34,Organic,Yes,2024-12-20 00:00:00,No Time,1.1,0,10.99,7,Passive,No
SUB0654,2023-11-28 00:00:00,2023-11,Pit Lane,9.99,USA,34,25-34,Paid Ad,No,,Not Churned,13.1,12,130.87,5,Detractor,Yes
SUB0655,2024-01-28 00:00:00,2024-01,Pit Lane,9.99,Europe,33,25-34,Paid Ad,Yes,2024-07-12 00:00:00,Found Alternative,5.5,4,54.94,7,Passive,No
SUB0656,2023-11-06 00:00:00,2023-11,Podium,19.99,Asia,18,18-24,Paid Ad,No,,Not Churned,13.8,13,275.86,6,Detractor,No
SUB0657,2023-09-25 00:00:00,2023-09,Pit Lane,9.99,USA,25,25-34,Social Media,No,,Not Churned,15.2,14,151.85,5,Detractor,No
SUB0658,2023-03-05 00:00:00,2023-03,Paddock Club,39.99,USA,26,25-34,Referral,No,,Not Churned,21.9,21,875.78,8,Passive,No
SUB0659,2023-06-13 00:00:00,2023-06,Pit Lane,9.99,Europe,40,35-44,Organic,No,,Not Churned,18.6,17,185.81,5,Detractor,No
SUB0660,2023-11-15 00:00:00,2023-11,Pit Lane,9.99,UAE,32,25-34,Paid Ad,No,,Not Churned,13.5,12,134.86,2,Detractor,No
SUB0661,2023-10-30 00:00:00,2023-10,Podium,19.99,Middle East,25,25-34,Organic,No,,Not Churned,14.1,13,281.86,7,Passive,No
SUB0662,2023-05-17 00:00:00,2023-05,Pit Lane,9.99,USA,28,25-34,Referral,No,,Not Churned,19.5,18,194.8,7,Passive,No
SUB0663,2024-09-12 00:00:00,2024-09,Pit Lane,9.99,USA,32,25-34,Paid Ad,Yes,2024-12-21 00:00:00,No Time,3.3,2,32.97,4,Detractor,No
SUB0664,2024-07-04 00:00:00,2024-07,Pit Lane,9.99,Europe,27,25-34,Referral,No,,Not Churned,5.9,5,58.94,8,Passive,No
SUB0665,2023-09-11 00:00:00,2023-09,Podium,19.99,Europe,37,35-44,Social Media,No,,Not Churned,15.7,14,313.84,5,Detractor,No
SUB0666,2023-03-25 00:00:00,2023-03,Podium,19.99,Middle East,31,25-34,Referral,No,,Not Churned,21.3,20,425.79,9,Promoter,No
SUB0667,2024-01-06 00:00:00,2024-01,Podium,19.99,Europe,35,35-44,Referral,Yes,2024-11-19 00:00:00,Too Expensive,10.4,9,207.9,7,Passive,No
SUB0668,2023-03-05 00:00:00,2023-03,Pit Lane,9.99,USA,37,35-44,Organic,No,,Not Churned,21.9,21,218.78,5,Detractor,No
SUB0669,2023-07-27 00:00:00,2023-07,Paddock Club,39.99,Asia,23,18-24,Organic,No,,Not Churned,17.2,16,687.83,6,Detractor,No
SUB0670,2023-12-02 00:00:00,2023-12,Paddock Club,39.99,UAE,38,35-44,Organic,No,,Not Churned,13,12,519.87,10,Promoter,No
SUB0671,2024-11-27 00:00:00,2024-11,Paddock Club,39.99,Europe,30,25-34,Referral,No,,Not Churned,1.1,0,43.99,6,Detractor,No
SUB0672,2023-04-04 00:00:00,2023-04,Pit Lane,9.99,Europe,36,35-44,Social Media,No,,Not Churned,20.9,20,208.79,6,Detractor,No
SUB0673,2023-02-26 00:00:00,2023-02,Pit Lane,9.99,UAE,22,18-24,Paid Ad,No,,Not Churned,22.1,21,220.78,7,Passive,No
SUB0674,2024-04-12 00:00:00,2024-04,Paddock Club,39.99,USA,29,25-34,Organic,No,,Not Churned,8.6,7,343.91,5,Detractor,No
SUB0675,2024-11-19 00:00:00,2024-11,Podium,19.99,Asia,37,35-44,Social Media,No,,Not Churned,1.4,0,27.99,7,Passive,No
SUB0676,2024-02-10 00:00:00,2024-02,Podium,19.99,Asia,23,18-24,Paid Ad,Yes,2024-03-12 00:00:00,Lack of Content,1,0,19.99,10,Promoter,No
SUB0677,2024-08-15 00:00:00,2024-08,Pit Lane,9.99,Asia,28,25-34,Social Media,Yes,2024-11-07 00:00:00,Found Alternative,2.8,1,27.97,7,Passive,No
SUB0678,2023-03-07 00:00:00,2023-03,Podium,19.99,Europe,26,25-34,Paid Ad,No,,Not Churned,21.8,21,435.78,5,Detractor,Yes
SUB0679,2023-03-12 00:00:00,2023-03,Pit Lane,9.99,Asia,32,25-34,Paid Ad,No,,Not Churned,21.7,21,216.78,9,Promoter,No
SUB0680,2023-10-21 00:00:00,2023-10,Pit Lane,9.99,USA,20,18-24,Paid Ad,Yes,2024-12-17 00:00:00,Lack of Content,13.9,13,138.86,10,Promoter,No
